artist,country,date_recorded,download_link,file_type,gender,is_duet,language,location,no_of_comments,no_of_followers,no_of_following,no_of_likes,no_of_recordings,no_of_views,recording_id,recording_link,song_title,user_avatar,user_group,user_name,days
Celine Dion,Emirates,2016-06-08,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/e6a7071c43abd103b0813ba95fd476be_1.mp4,vid,woman,False,en,en,0,2,0,1,1,5,746072,https://www.redkaraoke.com/profile/jhengsiriban/recordings/746072,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7646795_1.gif,2,jhengsiriban,502
Celine Dion,USA,2016-03-20,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/7f34cb35d174f606d9891a78b456f2cf_1.mp4,vid,,False,en,en,0,1,0,1,2,1,634573,https://www.redkaraoke.com/profile/caatboy/recordings/634573,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic6627818_1.gif,2,caatboy,582
Celine Dion,Turkey,2016-12-18,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/267bbb2b2cc6a320940f6fa8d5ef3c47_1.mp3,mp3,woman,False,en,en,0,3,0,1,1,8,953335,https://www.redkaraoke.com/profile/blackgreenrock/recordings/953335,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic9630096_1.gif,2,blackgreenrock,309
Celine Dion,Indonesia,2016-07-12,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/86ded7647726c95683e4a145f9aa943f_1.mp3,mp3,,False,en,en,0,3,0,1,7,9,788478,https://www.redkaraoke.com/profile/yelsi_eci/recordings/788478,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7857757_2.gif,2,yelsi_eci,468
Celine Dion,France,2016-05-19,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/ab11678a2d4fd3bc710d68aded0ebb53_1.mp4,vid,,False,en,en,0,3,0,1,2,7,719658,https://www.redkaraoke.com/profile/madissonebdrt/recordings/719658,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7522420_1.gif,2,madissonebdrt,522
Celine Dion,Spain,2008-12-08,https://s3.amazonaws.com/redkaraoke/data/mp3/11827/99c7fa5faea7f9add30b0ef56418dc28_1.mp3,mp3,woman,False,es,en,1,0,1,2,76,93,336906,https://www.redkaraoke.com/profile/hellenmusic/recordings/336906,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic24440_1.gif,2,hellenmusic,3241
Celine Dion,Switzerland,2016-09-21,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/acc86a9e4fb1278d341676b2ce057caa_1.mp4,vid,woman,False,en,en,1,4,0,1,23,8,868034,https://www.redkaraoke.com/profile/TiiGerLii/recordings/868034,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7588462_1.gif,2,TiiGerLii,397
Celine Dion,USA,2016-06-27,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/bd1b7f73cb49119a1ea69c61369b434f_1.mp4,vid,,False,en,en,0,1,0,1,2,1,770248,https://www.redkaraoke.com/profile/xxgginnesxx/recordings/770248,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,xxgginnesxx,483
Celine Dion,Mexico,2016-04-12,https://www.redkaraoke.com/data/vid/es/11827/02cee35c971662b5e800cb67706a087b_1.mp4,vid,,False,es,en,0,6,3,1,3,12,1974475,https://www.redkaraoke.com/profile/Zuri1315/recordings/1974475,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,Zuri1315,559
Celine Dion,Brazil,2016-07-17,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/e0d02007095d9606451ee527a3321834_1.mp4,vid,man,False,en,en,0,3,0,1,2,8,794154,https://www.redkaraoke.com/profile/rafaelsilva_25/recordings/794154,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic8178153_1.gif,2,rafaelsilva_25,463
Celine Dion,USA,2016-02-08,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/80f695468b75dde10c609bb8b51fae0e_1.mp4,vid,,False,en,en,0,3,0,1,4,1,578755,https://www.redkaraoke.com/profile/leeleemagee/recordings/578755,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,leeleemagee,623
Celine Dion,Spain,2008-03-14,https://s3.amazonaws.com/redkaraoke/data/mp3/11827/803e96c63b8037072455ee963ef98413_1.mp3,mp3,woman,False,es,en,2,1,0,2,5,128,119942,https://www.redkaraoke.com/profile/extremaydura/recordings/119942,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customavatars/avatar85135_1.gif,2,extremaydura,3510
Celine Dion,Italy,2010-07-06,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/42a5b16fe59d38117f25fb23adf8ab0e_1.mp3,mp3,woman,False,en,en,2,0,0,1,8,186,60306,https://www.redkaraoke.com/profile/bzzmrc/recordings/60306,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/mujerpequena.jpg,2,bzzmrc,2666
Celine Dion,Malaysia,2016-03-14,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/5ddf97d761701ceac49d4c3d25f7241e_1.mp3,mp3,,False,en,en,0,2,0,1,1,4,626651,https://www.redkaraoke.com/profile/farah_denniz/recordings/626651,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,farah_denniz,588
Celine Dion,Spain,2016-03-13,https://s3.amazonaws.com/redkaraoke/data/mp3/11827/97f048e432510f8e1514123c9df54d76_1.mp3,mp3,,False,es,en,0,3,1,1,1,3,1947801,https://www.redkaraoke.com/profile/ann2016dspain/recordings/1947801,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,ann2016dspain,589
Celine Dion,USA,2016-06-16,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/726bdf83d8d7073b47333e36e5ef8393_1.mp3,mp3,,False,en,en,0,4,1,1,2,9,755702,https://www.redkaraoke.com/profile/yinxii/recordings/755702,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,yinxii,494
Celine Dion,Indonesia,2016-06-21,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/6a237e9fe9f79e9f33089b9deaa73363_1.mp3,mp3,,False,en,en,0,5,6,1,1,0,762424,https://www.redkaraoke.com/profile/liarhm/recordings/762424,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7900003_1.gif,2,liarhm,489
Celine Dion,Malaysia,2016-07-22,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/2b37bfc81e867ef7bb4885729fd45458_1.mp4,vid,woman,False,en,en,0,18,0,1,3,13,799954,https://www.redkaraoke.com/profile/linyafc/recordings/799954,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic8190410_1.gif,2,linyafc,458
Celine Dion,USA,2016-02-04,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/7c82af907ab2980a4a30ab46ee25a493_1.mp3,mp3,woman,False,en,en,0,3,5,1,2,15,573390,https://www.redkaraoke.com/profile/KaraokeQueen1124/recordings/573390,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic6357874_1.gif,2,KaraokeQueen1124,627
Celine Dion,Sudan,2016-01-23,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/76a5ff4d946961a61472a61fa03fe4b5_1.mp4,vid,,False,en,en,0,3,0,1,1,4,559715,https://www.redkaraoke.com/profile/didihmza/recordings/559715,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,didihmza,639
Celine Dion,Indonesia,2016-06-20,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/6a63c5bcd6c84b7916ba6c931ec307e6_1.mp3,mp3,woman,False,en,en,0,4,2,1,5,6,761247,https://www.redkaraoke.com/profile/nenknonk_1/recordings/761247,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7900860_1.gif,2,nenknonk_1,490
Celine Dion,Lithuania,2016-02-06,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/2f0cbe100cc1353e944fdc4f20ae51f0_1.mp4,vid,,False,en,en,0,3,0,1,2,7,576375,https://www.redkaraoke.com/profile/bbsaulyte428/recordings/576375,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,bbsaulyte428,625
Celine Dion,India,2016-02-29,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/26847d59ead77e9a2bf24a841f76222f_1.mp4,vid,,False,en,en,0,3,0,1,1,5,607576,https://www.redkaraoke.com/profile/Dagad/recordings/607576,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,Dagad,602
Celine Dion,Indonesia,2016-06-11,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/173b6024ffe614c0e3dcea86921879b8_1.mp4,vid,,False,en,en,0,3,0,1,3,7,749809,https://www.redkaraoke.com/profile/monicaagustina/recordings/749809,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7806789_1.gif,2,monicaagustina,499
Celine Dion,France,2016-01-31,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/c2aa99d47ae96ea5f8cbf3292b18b94d_1.mp4,vid,,False,en,en,0,0,0,1,3,11,569603,https://www.redkaraoke.com/profile/mcxlorpics/recordings/569603,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,mcxlorpics,631
Celine Dion,USA,2016-03-02,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/b56d7796ec1528cf3526f75475334d3d_1.mp4,vid,,False,en,en,0,3,0,1,3,21,610552,https://www.redkaraoke.com/profile/hanoi11331/recordings/610552,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,hanoi11331,600
Celine Dion,Cambodia,2016-06-19,https://www.redkaraoke.com/data/vid/en/11827/b8c369f8252eaad11be14d43ded7766d_1.mp4,vid,,False,en,en,0,3,0,1,1,11,760314,https://www.redkaraoke.com/profile/blackcambodia/recordings/760314,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,blackcambodia,491
Celine Dion,Indonesia,2016-08-09,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/047cb789be8591ecae8152e4449011e0_1.mp4,vid,woman,False,en,en,0,4,1,1,2,1,820985,https://www.redkaraoke.com/profile/ilmacasanova/recordings/820985,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7714010_1.gif,2,ilmacasanova,440
Celine Dion,Chile,2010-06-27,https://s3.amazonaws.com/redkaraoke/data/mp3/11827/a1690001f25b07d1cab4a6bc3c213102_1.mp3,mp3,woman,False,es,en,2,1,0,1,19,283,1091181,https://www.redkaraoke.com/profile/DaRkLyN/recordings/1091181,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic376003_5.gif,2,DaRkLyN,2675
Celine Dion,Indonesia,2016-02-19,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/9eca926172c7c12d945d2ec4986a9228_1.mp4,vid,,False,en,en,0,3,0,1,1,2,593932,https://www.redkaraoke.com/profile/SUARAHATI99/recordings/593932,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic6541050_1.gif,2,SUARAHATI99,612
Celine Dion,Philippines,2016-04-20,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/e1cd4f1b7af1503671f9d72282bfadf4_1.mp4,vid,,False,en,en,0,2,0,1,1,1,678193,https://www.redkaraoke.com/profile/gaylebugarincabreros/recordings/678193,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7215444_1.gif,2,gaylebugarincabreros,551
Celine Dion,Philippines,2016-07-08,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/c8321d3326a35b0bd8ac6cce042fc128_1.mp4,vid,woman,False,en,en,1,3,0,1,7,11,783259,https://www.redkaraoke.com/profile/eastercomperadaabay/recordings/783259,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic8071835_1.gif,2,eastercomperadaabay,472
Celine Dion,Germany,2016-03-17,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/4df9b2a1591b08409abb3b3213fd9ab0_1.mp3,mp3,,False,en,en,0,3,0,1,4,17,630533,https://www.redkaraoke.com/profile/vij2/recordings/630533,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,vij2,585
Celine Dion,Arabia,2015-11-28,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/9eac93256a778235312284336a847cf6_1.mp4,vid,woman,False,en,en,3,3,23,1,1,13,517172,https://www.redkaraoke.com/profile/hayu55555/recordings/517172,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic5639716_3.gif,2,hayu55555,695
Celine Dion,Brazil,2016-06-15,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/44c1144683db09bdbc7560f85d382de2_1.mp4,vid,man,False,en,en,2,666,71,1,2254,13,754519,https://www.redkaraoke.com/profile/EnioPedrozo/recordings/754519,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic3060876_35.gif,9,EnioPedrozo,495
Celine Dion,Spain,2017-02-18,https://s3.amazonaws.com/redkaraoke/data/mp3/11827/6333bf66aaa62b8234f1cd1d03f33998_1.mp3,mp3,,False,es,en,0,1,0,1,3,4,2232588,https://www.redkaraoke.com/profile/pauliolmedillaconde/recordings/2232588,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic8965588_1.gif,2,pauliolmedillaconde,247
Celine Dion,Myanmar,2016-04-22,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/79490033d5ce47758553ac19bb73705e_1.mp4,vid,,False,en,en,0,2,1,1,1,5,681028,https://www.redkaraoke.com/profile/kameronjohn/recordings/681028,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,kameronjohn,549
Celine Dion,Spain,2017-09-22,https://s3.amazonaws.com/redkaraoke/data/mp3/11827/9b6f641b7bb85c346ee448d6459115ea_1.mp3,mp3,woman,False,es,en,2,17,33,1,25,25,2403886,https://www.redkaraoke.com/profile/newbritney/recordings/2403886,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic1691935_5.gif,9,newbritney,31
Celine Dion,USA,2016-04-08,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/ec13e94ded265fea956074542ff3ed56_1.mp3,mp3,woman,False,en,en,0,3,0,1,2,26,661998,https://www.redkaraoke.com/profile/BeccaT/recordings/661998,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7051528_1.gif,2,BeccaT,563
Celine Dion,USA,2016-06-27,https://s3.amazonaws.com/redkaraoke/data/mp3/11827/e19f4bb59861c99cf0e383a682b0bc91_1.mp3,mp3,,False,es,en,0,3,0,1,1,5,2037855,https://www.redkaraoke.com/profile/la-sweety/recordings/2037855,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,la-sweety,483
Celine Dion,USA,2014-05-14,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/070b7af63049866f37feb40489df8552_1.mp3,mp3,woman,False,en,en,0,515,145,1,293,50,317638,https://www.redkaraoke.com/profile/Jenny_brownlee/recordings/317638,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic1405483_2.gif,2,Jenny_brownlee,1258
Celine Dion,Indonesia,2016-01-25,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/e4f5aaa1a37c875c22ee06e2e8f1e992_1.mp3,mp3,,False,en,en,0,2,0,1,1,4,562511,https://www.redkaraoke.com/profile/SMedasikah/recordings/562511,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,SMedasikah,637
Celine Dion,Indonesia,2016-04-19,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/f0d02221ea3e3b85c5922de30a605192_1.mp3,mp3,woman,False,en,en,0,2,0,1,2,12,676802,https://www.redkaraoke.com/profile/vikarhayu/recordings/676802,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7162334_1.gif,2,vikarhayu,552
Celine Dion,Indonesia,2016-04-29,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/84f6b2f50069fdae20b6ee61bc7fffed_1.mp3,mp3,,False,en,en,0,3,0,1,2,8,690800,https://www.redkaraoke.com/profile/lamelo/recordings/690800,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,lamelo,542
Celine Dion,Venezuela,2016-09-18,https://s3.amazonaws.com/redkaraoke/data/mp3/11827/4f1ca698a6085e1f1c38776ff1adf68b_1.mp3,mp3,,False,es,en,0,3,0,1,1,4,2108633,https://www.redkaraoke.com/profile/vanessastk/recordings/2108633,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,vanessastk,400
Celine Dion,USA,2016-02-10,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/bb03de3ae06f66dc5d85534a0cd5cddb_1.mp3,mp3,woman,False,en,en,0,2,0,1,2,10,581228,https://www.redkaraoke.com/profile/Whitness/recordings/581228,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/mujerpequena.jpg,2,Whitness,621
Celine Dion,USA,2017-10-13,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/168b29200220b961055a8aaab71db110_1.mp4,vid,man,False,en,en,3,626,565,2,5472,19,1218648,https://www.redkaraoke.com/profile/baudyrodriguez/recordings/1218648,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic1705339_4.gif,9,baudyrodriguez,10
Celine Dion,Italy,2015-01-31,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/f5fa1b89786c878eae79e1fa0a41fa32_1.mp4,vid,woman,False,en,en,1,10,4,1,17,36,410834,https://www.redkaraoke.com/profile/maruredka/recordings/410834,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic4577948_6.gif,2,maruredka,996
Celine Dion,Argentina,2016-08-23,https://www.redkaraoke.com/data/vid/es/11827/46ab0fac002c30b601f2fa46f46b42fe_1.mp4,vid,,False,es,en,2,26,15,1,8,9,2085425,https://www.redkaraoke.com/profile/Valeris37/recordings/2085425,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic6504142_2.gif,2,Valeris37,426
Celine Dion,Spain,2017-05-15,https://s3.amazonaws.com/redkaraoke/data/mp3/11827/ace2687d05a395217be0f4a7fd7c291d_1.mp3,mp3,man,False,es,en,1,586,7,1,12673,14,2303140,https://www.redkaraoke.com/profile/LUVIBO/recordings/2303140,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic608162_1.gif,9,LUVIBO,161
Celine Dion,USA,2016-06-30,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/e0a78aed93f6987d412d0d79c6cf02f5_1.mp3,mp3,woman,False,en,en,0,3,0,1,1,1,774114,https://www.redkaraoke.com/profile/lexiramon/recordings/774114,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic8001523_1.gif,2,lexiramon,480
Celine Dion,Indonesia,2016-04-29,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/71c3b91713aa85d47bebdbd3fb97cb1c_1.mp3,mp3,woman,False,en,en,0,3,0,1,2,12,691529,https://www.redkaraoke.com/profile/evibill/recordings/691529,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7303653_1.gif,2,evibill,542
Celine Dion,Lanka,2016-11-23,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/059eca2ae69830d936e7a6c9516813ea_1.mp3,mp3,woman,False,en,en,0,3,0,1,1,1,929192,https://www.redkaraoke.com/profile/shimzzchamii/recordings/929192,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic9405022_1.gif,2,shimzzchamii,334
Celine Dion,Switzerland,2014-07-30,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/f2f9daae2828fbc86e817bb031ea7642_1.mp3,mp3,woman,False,en,en,1,0,0,1,4,44,349677,https://www.redkaraoke.com/profile/Taniaharabi/recordings/349677,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic3946478_1.gif,2,Taniaharabi,1181
Celine Dion,Cambodia,2016-05-23,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/4567839270c58f3f1fe99cdfd0a0cd8d_1.mp3,mp3,,False,en,en,0,4,0,1,1,1,724941,https://www.redkaraoke.com/profile/aleakalon/recordings/724941,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7610539_1.gif,2,aleakalon,518
Celine Dion,USA,2015-08-19,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/6759232dddb1db34ada90818b0297f20_1.mp4,vid,man,False,en,en,1,893,988,1,8136,37,468671,https://www.redkaraoke.com/profile/redkaraokewally/recordings/468671,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic467892_418.gif,9,redkaraokewally,796
Celine Dion,Switzerland,2016-03-12,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/4b32b439e7a5173a6dcf3eae1eb643b1_1.mp3,mp3,,False,en,en,0,3,0,1,1,1,623463,https://www.redkaraoke.com/profile/ahsidaK/recordings/623463,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,ahsidaK,590
Celine Dion,Indonesia,2016-05-21,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/7523825e57e8eebac6f843f54b17d1b5_1.mp4,vid,,False,en,en,0,8,0,1,2,2,722408,https://www.redkaraoke.com/profile/lusioktiananenkucie/recordings/722408,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7139278_2.gif,2,lusioktiananenkucie,520
Celine Dion,USA,2016-03-10,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/009540fc6d177c73c6bbd4cd0f1d99d0_1.mp3,mp3,woman,False,en,en,0,3,0,1,7,14,621458,https://www.redkaraoke.com/profile/gcc1974/recordings/621458,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/mujerpequena.jpg,2,gcc1974,592
Celine Dion,Spain,2008-09-16,https://s3.amazonaws.com/redkaraoke/data/mp3/11827/dac56da738b04b008026e236148ad44a_1.mp3,mp3,woman,False,es,en,1,0,2,1,4,178,269624,https://www.redkaraoke.com/profile/lucia131214/recordings/269624,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic36008_1.gif,2,lucia131214,3324
Celine Dion,Spain,2010-05-23,https://s3.amazonaws.com/redkaraoke/data/mp3/11827/68b96c0e75fb12a37da8824794056cd1_1.mp3,mp3,woman,False,es,en,2,29,81,1,787,151,1091814,https://www.redkaraoke.com/profile/SABROSURA/recordings/1091814,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic379871_18.gif,2,SABROSURA,2710
Celine Dion,Argentina,2017-03-10,https://www.redkaraoke.com/data/vid/es/11827/fbce5cf65c100373562a5895d40aea82_1.mp4,vid,,False,es,en,0,3,0,1,4,6,2249198,https://www.redkaraoke.com/profile/amyliaros03/recordings/2249198,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,amyliaros03,227
Celine Dion,Spain,2016-05-20,https://s3.amazonaws.com/redkaraoke/data/mp3/11827/8e25d7e3dc014839bd070330229dc82f_1.mp3,mp3,woman,False,es,en,1,15,0,1,24,12,2008501,https://www.redkaraoke.com/profile/Montse778/recordings/2008501,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic3296396_6.gif,9,Montse778,521
Celine Dion,Indonesia,2016-06-26,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/b4dcd2c4616911cc6c287edac2d14a8b_1.mp3,mp3,,False,en,en,0,39,111,1,13,14,769163,https://www.redkaraoke.com/profile/JessicaAyuningsih/recordings/769163,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7952954_1.gif,2,JessicaAyuningsih,484
Celine Dion,Spain,2008-07-26,https://s3.amazonaws.com/redkaraoke/data/mp3/11827/e078dc027e41a01a562333383751c70b_1.mp3,mp3,woman,False,es,en,1,1,0,1,38,181,228695,https://www.redkaraoke.com/profile/LaS_IndIvIdUaS/recordings/228695,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/mujerpequena.jpg,2,LaS_IndIvIdUaS,3376
Celine Dion,Kong,2016-05-08,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/e1eaf17cb0b6039b5c1816ccd277205f_1.mp4,vid,,False,en,en,0,3,0,1,1,6,704425,https://www.redkaraoke.com/profile/maryjanebaltazar-paoilbr/recordings/704425,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7408217_1.gif,2,maryjanebaltazar-paoilbr,533
Celine Dion,Indonesia,2016-05-14,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/c64be55c1b187de638874ee9405b072e_1.mp3,mp3,man,False,en,en,0,4,1,1,4,10,712621,https://www.redkaraoke.com/profile/Mfaridzky/recordings/712621,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7507288_1.gif,2,Mfaridzky,527
Celine Dion,India,2016-04-23,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/2caa8513cb53df45c0a183ca1f5f1a43_1.mp3,mp3,,False,en,en,0,2,2,1,2,35,682299,https://www.redkaraoke.com/profile/anandvidya/recordings/682299,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7228686_1.gif,2,anandvidya,548
Celine Dion,Rica,2016-07-17,https://www.redkaraoke.com/data/vid/es/11827/166c166c30ff6d374b88814587ec00f9_1.mp4,vid,woman,False,es,en,0,2,0,1,3,1,2053788,https://www.redkaraoke.com/profile/danimonroe/recordings/2053788,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic8175523_1.gif,2,danimonroe,463
Celine Dion,USA,2016-01-23,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/171ca565418f0667d6f2598bf7f75329_1.mp3,mp3,,False,en,en,0,2,0,1,4,8,559589,https://www.redkaraoke.com/profile/tabithachet/recordings/559589,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,tabithachet,639
Celine Dion,USA,2016-01-28,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/641d8c80901289aa8441720909e43d42_1.mp3,mp3,,False,en,en,0,2,0,1,1,50,565593,https://www.redkaraoke.com/profile/sokken/recordings/565593,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,sokken,634
Celine Dion,Indonesia,2016-01-31,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/56fb54c2ab2b5230b697f103861be94a_1.mp4,vid,,False,en,en,0,4,0,1,1,10,569540,https://www.redkaraoke.com/profile/satriyanti/recordings/569540,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic6314091_1.gif,2,satriyanti,631
